Reporting_Economy,ProductSector,Partner_Economy,2016,2017,2018,2019,2020,2021,2022
Serbia,SI3_AGG - MAMTAU - Automotive products,World,1512,1371,1259,935,779,903,
Serbia,SI3_AGG - MATE - Textiles,World,196,232,265,276,304,339,
Serbia,SI3_AGG - MACL - Clothing,World,594,674,711,678,631,721,
Seychelles,SI3_AGG - TO - Total merchandise,World,460,547,569,518,432,464,593
Seychelles,SI3_AGG - AG - Agricultural products,World,292,282,309,333,353,404,
Seychelles,SI3_AGG - AGFO - Food,World,292,282,309,333,353,404,
Seychelles,SI3_AGG - MI - Fuels and mining products,World,127,153,161,89,57,13,
Seychelles,SI3_AGG - MIFU - Fuels,World,127,152,159,88,56,10,
Seychelles,SI3_AGG - MA - Manufactures,World,42,110,99,94,20,45,
Seychelles,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,3,2,
Seychelles,SI3_AGG - MACH - Chemicals,World,1,0,0,1,2,9,
Seychelles,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,1,0,1,
Seychelles,SI3_AGG - MAMT - Machinery and transport equipment,World,36,103,94,89,10,25,
Seychelles,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,2,1,0,2,4,
Seychelles,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,1,0,
Seychelles,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,0,0,1,3,
Seychelles,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Seychelles,SI3_AGG - MAMTTE - Transport equipment,World,34,100,91,87,6,16,
Seychelles,SI3_AGG - MAMTAU - Automotive products,World,0,1,1,2,1,2,
Seychelles,SI3_AGG - MATE - Textiles,World,1,0,0,0,1,1,
Seychelles,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Sierra Leone,SI3_AGG - TO - Total merchandise,World,624,567,554,635,423,697,1003
Sierra Leone,SI3_AGG - AG - Agricultural products,World,358,112,113,196,160,202,
Sierra Leone,SI3_AGG - AGFO - Food,World,353,83,94,72,62,71,
Sierra Leone,SI3_AGG - MI - Fuels and mining products,World,152,349,381,312,206,413,
Sierra Leone,SI3_AGG - MIFU - Fuels,World,0,2,0,5,0,6,
Sierra Leone,SI3_AGG - MA - Manufactures,World,105,104,51,123,56,81,
Sierra Leone,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0,
Sierra Leone,SI3_AGG - MACH - Chemicals,World,88,3,2,1,1,3,
Sierra Leone,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,0,0,0,2,
Sierra Leone,SI3_AGG - MAMT - Machinery and transport equipment,World,12,22,38,23,16,29,
Sierra Leone,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,1,1,2,1,2,
Sierra Leone,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,1,1,1,
Sierra Leone,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,0,1,0,1,
Sierra Leone,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Sierra Leone,SI3_AGG - MAMTTE - Transport equipment,World,7,11,21,6,3,14,
Sierra Leone,SI3_AGG - MAMTAU - Automotive products,World,5,9,20,3,3,7,
Sierra Leone,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Sierra Leone,SI3_AGG - MACL - Clothing,World,1,1,0,1,1,1,
Singapore,SI3_AGG - TO - Total merchandise,World,330481,373446,412955,390763,362534,457357,515802
Singapore,SI3_AGG - AG - Agricultural products,World,11584,11854,15774,15734,14442,16058,
Singapore,SI3_AGG - AGFO - Food,World,9752,9739,13382,13764,12819,14429,
Singapore,SI3_AGG - MI - Fuels and mining products,World,41139,51641,57615,50692,32901,51405,
Singapore,SI3_AGG - MIFU - Fuels,World,37432,47803,54021,47868,30227,45936,
Singapore,SI3_AGG - MA - Manufactures,World,258342,276546,300340,289590,289423,349973,
Singapore,SI3_AGG - MAIS - Iron and steel,World,1894,1810,2514,2136,1805,2130,
Singapore,SI3_AGG - MACH - Chemicals,World,46106,50319,58161,53981,50936,60010,
Singapore,SI3_AGG - MACHPH - Pharmaceuticals,World,6664,6990,9611,9074,9815,10814,
Singapore,SI3_AGG - MAMT - Machinery and transport equipment,World,170992,182840,198008,191235,197591,242565,
Singapore,SI3_AGG - MAMTOF - Office and telecom equipment,World,112467,120695,122750,115854,127539,161755,
Singapore,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,18619,19316,18195,16648,16772,20540,
Singapore,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,12900,12991,13963,14908,15047,17594,
Singapore,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,80948,88388,90592,84298,95720,123620,
Singapore,SI3_AGG - MAMTTE - Transport equipment,World,12491,12134,14459,16325,10372,9345,
Singapore,SI3_AGG - MAMTAU - Automotive products,World,2767,2668,2921,2740,2313,2290,
Singapore,SI3_AGG - MATE - Textiles,World,743,684,706,633,748,824,
Singapore,SI3_AGG - MACL - Clothing,World,1397,1536,1541,1383,1144,1333,
Sint Maarten,SI3_AGG - TO - Total merchandise,World,132,123,148,181,134,144,207
Six East Asian traders,SI3_AGG - TO - Total merchandise,World,2027994,2269019,2422591,2282969,2237398,2790784,2926658
Slovak Republic,SI3_AGG - TO - Total merchandise,World,77060,83414,93425,89509,86640,103891,108037
Slovak Republic,SI3_AGG - AG - Agricultural products,World,3694,3817,4073,3956,4226,5223,
Slovak Republic,SI3_AGG - AGFO - Food,World,3026,3098,3240,3206,3481,4161,
Slovak Republic,SI3_AGG - MI - Fuels and mining products,World,3882,4473,4669,4375,3663,5805,
Slovak Republic,SI3_AGG - MIFU - Fuels,World,2544,2725,2744,2554,2080,3357,
Slovak Republic,SI3_AGG - MA - Manufactures,World,69483,74778,84362,80794,78189,92528,
Slovak Republic,SI3_AGG - MAIS - Iron and steel,World,3309,4215,4655,3708,3010,5985,
Slovak Republic,SI3_AGG - MACH - Chemicals,World,3540,3678,4047,3739,3566,4732,
Slovak Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,571,373,482,517,618,634,
Slovak Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,47062,49884,56642,55711,55289,62597,
Slovak Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,12607,13556,12967,11467,10812,12034,
Slovak Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1507,1349,1330,1353,1421,1688,
Slovak Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10756,11890,11311,9878,9129,10074,
Slovak Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,344,317,326,236,261,273,
Slovak Republic,SI3_AGG - MAMTTE - Transport equipment,World,23976,24661,30589,31384,32068,35392,
Slovak Republic,SI3_AGG - MAMTAU - Automotive products,World,23186,23638,29376,30141,30784,34032,
Slovak Republic,SI3_AGG - MATE - Textiles,World,795,838,879,836,745,895,
Slovak Republic,SI3_AGG - MACL - Clothing,World,1135,1208,1447,1362,1141,1338,
Slovenia,SI3_AGG - TO - Total merchandise,World,32917,38443,44200,44943,44832,57352,69624
Slovenia,SI3_AGG - AG - Agricultural products,World,2738,2995,3477,3308,3309,4139,
Slovenia,SI3_AGG - AGFO - Food,World,1805,2006,2343,2337,2415,3096,
Slovenia,SI3_AGG - MI - Fuels and mining products,World,2660,3354,4020,4037,2975,5165,
Slovenia,SI3_AGG - MIFU - Fuels,World,1382,1858,2216,2352,1503,2855,
Slovenia,SI3_AGG - MA - Manufactures,World,27464,32017,36634,37543,38482,48024,
Slovenia,SI3_AGG - MAIS - Iron and steel,World,1187,1475,1719,1531,1382,2098,
Slovenia,SI3_AGG - MACH - Chemicals,World,5124,5666,6592,8420,10836,13263,
Slovenia,SI3_AGG - MACHPH - Pharmaceuticals,World,2770,3082,3652,5581,8067,9714,
Slovenia,SI3_AGG - MAMT - Machinery and transport equipment,World,12811,15618,17923,17556,16549,20663,
Slovenia,SI3_AGG - MAMTOF - Office and telecom equipment,World,700,777,845,943,832,1516,
Slovenia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,177,242,224,211,192,260,
Slovenia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,421,401,512,591,448,1009,
Slovenia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,102,134,109,140,192,246,
Slovenia,SI3_AGG - MAMTTE - Transport equipment,World,6494,8393,9787,9588,8380,10312,
Slovenia,SI3_AGG - MAMTAU - Automotive products,World,5910,7691,8987,8716,7555,9268,
Slovenia,SI3_AGG - MATE - Textiles,World,638,734,815,755,701,822,
Slovenia,SI3_AGG - MACL - Clothing,World,314,340,377,368,470,745,
Solomon Islands,SI3_AGG - TO - Total merchandise,World,437,500,569,461,379,371,333
Solomon Islands,SI3_AGG - AG - Agricultural products,World,400,445,531,414,344,351,
Solomon Islands,SI3_AGG - AGFO - Food,World,103,118,115,103,95,92,
Solomon Islands,SI3_AGG - MI - Fuels and mining products,World,1,21,21,39,28,1,
Solomon Islands,SI3_AGG - MIFU - Fuels,World,0,0,,,,,
Solomon Islands,SI3_AGG - MA - Manufactures,World,33,30,14,5,6,10,
Solomon Islands,SI3_AGG - MAIS - Iron and steel,World,0,0,,,,,
Solomon Islands,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0,
Solomon Islands,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,,,,,
Solomon Islands,SI3_AGG - MAMT - Machinery and transport equipment,World,6,3,1,1,1,1,
Solomon Islands,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0,
Solomon Islands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Solomon Islands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0,
Solomon Islands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,,,,,
Solomon Islands,SI3_AGG - MAMTTE - Transport equipment,World,2,1,0,0,0,0,
Solomon Islands,SI3_AGG - MAMTAU - Automotive products,World,1,0,0,0,0,0,
Solomon Islands,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Solomon Islands,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
South Africa,SI3_AGG - TO - Total merchandise,World,76214,88947,93970,90016,85834,123572,122901
South Africa,SI3_AGG - AG - Agricultural products,World,10326,11696,12350,11285,11814,14257,
South Africa,SI3_AGG - AGFO - Food,World,8464,9613,10222,9635,10107,12126,
South Africa,SI3_AGG - MI - Fuels and mining products,World,24089,31818,33482,33592,33635,56379,
South Africa,SI3_AGG - MIFU - Fuels,World,7425,10556,10042,8767,6894,10302,
South Africa,SI3_AGG - MA - Manufactures,World,35957,38670,41563,39407,32716,44132,
South Africa,SI3_AGG - MAIS - Iron and steel,World,5360,6226,6522,5531,4093,6488,
South Africa,SI3_AGG - MACH - Chemicals,World,5552,6384,6931,6598,6456,8897,
South Africa,SI3_AGG - MACHPH - Pharmaceuticals,World,450,483,448,455,423,935,
South Africa,SI3_AGG - MAMT - Machinery and transport equipment,World,16973,17597,19069,19347,15369,19699,
South Africa,SI3_AGG - MAMTOF - Office and telecom equipment,World,1075,1041,996,926,860,918,
South Africa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,357,465,496,426,416,460,
South Africa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,592,434,420,418,392,383,
South Africa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,126,143,79,82,53,76,
South Africa,SI3_AGG - MAMTTE - Transport equipment,World,10444,11032,12015,12661,9265,11866,
South Africa,SI3_AGG - MAMTAU - Automotive products,World,9062,9707,10730,11336,8264,10550,
South Africa,SI3_AGG - MATE - Textiles,World,332,390,409,390,383,454,
South Africa,SI3_AGG - MACL - Clothing,World,416,456,467,448,358,482,
South and Central America and the Caribbean,SI3_AGG - TO - Total merchandise,World,510522,580492,626340,589192,533918,714091,831783
South Asian Association for Regional Cooperation (SAARC),SI3_AGG - TO - Total merchandise,World,332195,370378,401951,401813,344612,484257,555513
South Sudan,SI3_AGG - TO - Total merchandise,World,,,,1613,783,812,873
Southern African Development Community (SADC),SI3_AGG - TO - Total merchandise,World,148622,176761,200971,180052,160413,231977,256145
"Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of",SI3_AGG - TO - Total merchandise,World,252973,290201,310210,301891,279446,378838,443775
Spain,SI3_AGG - TO - Total merchandise,World,289981,319531,346754,334018,308317,379969,418364
Spain,SI3_AGG - AG - Agricultural products,World,52430,57496,61406,61577,64341,74156,
Spain,SI3_AGG - AGFO - Food,World,49246,53940,57591,57891,60878,69670,
Spain,SI3_AGG - MI - Fuels and mining products,World,24073,34076,39942,34995,24117,40269,
Spain,SI3_AGG - MIFU - Fuels,World,15269,22461,26889,23471,14084,24995,
Spain,SI3_AGG - MA - Manufactures,World,208727,222146,237251,229822,211532,257885,
Spain,SI3_AGG - MAIS - Iron and steel,World,7653,9432,10703,9360,7854,12270,
Spain,SI3_AGG - MACH - Chemicals,World,38248,42181,46090,45315,44317,61503,
Spain,SI3_AGG - MACHPH - Pharmaceuticals,World,11619,12133,12375,13381,14517,21561,
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,102568,106100,111847,107703,97779,107691,
Spain,SI3_AGG - MAMTOF - Office and telecom equipment,World,3774,4031,4211,4382,4640,5274,
Spain,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1168,1470,1473,1471,1551,1794,
Spain,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2109,2147,2249,2454,2530,2887,
Spain,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,497,414,489,457,559,593,
Spain,SI3_AGG - MAMTTE - Transport equipment,World,70160,68508,71179,68903,60442,64168,
Spain,SI3_AGG - MAMTAU - Automotive products,World,57673,57397,60381,56822,51360,53764,
Spain,SI3_AGG - MATE - Textiles,World,4128,4525,4727,4497,4032,4991,
Spain,SI3_AGG - MACL - Clothing,World,12827,14359,14913,15161,12406,16396,
Sri Lanka,SI3_AGG - TO - Total merchandise,World,10310,11360,11890,11940,10047,12499,13107
Sri Lanka,SI3_AGG - AG - Agricultural products,World,2856,3281,3215,3087,2968,3526,
Sri Lanka,SI3_AGG - AGFO - Food,World,2583,2981,2915,2789,2630,3144,
Sri Lanka,SI3_AGG - MI - Fuels and mining products,World,226,384,473,424,327,320,
Sri Lanka,SI3_AGG - MIFU - Fuels,World,164,295,374,337,272,236,
Sri Lanka,SI3_AGG - MA - Manufactures,World,7227,7695,7971,8265,6628,8520,
Sri Lanka,SI3_AGG - MAIS - Iron and steel,World,10,5,8,14,6,9,
Sri Lanka,SI3_AGG - MACH - Chemicals,World,183,203,212,222,222,289,
Sri Lanka,SI3_AGG - MACHPH - Pharmaceuticals,World,6,9,4,7,6,7,
Sri Lanka,SI3_AGG - MAMT - Machinery and transport equipment,World,581,894,541,532,397,702,
Sri Lanka,SI3_AGG - MAMTOF - Office and telecom equipment,World,37,62,19,16,11,10,
Sri Lanka,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,7,14,2,1,1,0,
Sri Lanka,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,20,34,4,3,3,1,
Sri Lanka,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,11,13,13,12,8,8,
Sri Lanka,SI3_AGG - MAMTTE - Transport equipment,World,207,421,115,140,66,141,
Sri Lanka,SI3_AGG - MAMTAU - Automotive products,World,47,27,20,17,16,20,
Sri Lanka,SI3_AGG - MATE - Textiles,World,302,309,331,365,425,461,
Sri Lanka,SI3_AGG - MACL - Clothing,World,4828,4988,5202,5469,4347,5385,
Sudan,SI3_AGG - TO - Total merchandise,World,3094,4100,3478,3735,3803,4279,4191
Sudan,SI3_AGG - AG - Agricultural products,World,2066,2050,2078,2025,1887,2089,
Sudan,SI3_AGG - AGFO - Food,World,2004,1794,1802,1744,1615,1802,
Sudan,SI3_AGG - MI - Fuels and mining products,World,337,584,534,410,175,242,
Sudan,SI3_AGG - MIFU - Fuels,World,336,549,509,391,160,201,
Sudan,SI3_AGG - MA - Manufactures,World,137,91,91,125,151,380,
Sudan,SI3_AGG - MAIS - Iron and steel,World,1,0,0,0,0,0,
Sudan,SI3_AGG - MACH - Chemicals,World,12,18,15,10,21,29,
Sudan,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,1,1,1,1,
Sudan,SI3_AGG - MAMT - Machinery and transport equipment,World,2,,56,114,130,177,
Sudan,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,,0,0,3,6,
Sudan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,0,0,0,0,
Sudan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,,0,0,0,0,
Sudan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,0,0,3,6,
Sudan,SI3_AGG - MAMTTE - Transport equipment,World,2,,48,113,126,151,
Sudan,SI3_AGG - MAMTAU - Automotive products,World,0,,13,52,9,18,
Sudan,SI3_AGG - MATE - Textiles,World,0,1,0,0,0,0,
Sudan,SI3_AGG - MACL - Clothing,World,0,0,1,0,0,1,
Suriname,SI3_AGG - TO - Total merchandise,World,1439,1992,2180,2155,2193,1513,1665
Suriname,SI3_AGG - AG - Agricultural products,World,260,133,362,325,245,225,
Suriname,SI3_AGG - AGFO - Food,World,108,74,153,156,157,153,
Suriname,SI3_AGG - MI - Fuels and mining products,World,196,146,7,7,5,91,
Suriname,SI3_AGG - MIFU - Fuels,World,99,140,0,0,0,74,
Suriname,SI3_AGG - MA - Manufactures,World,15,46,27,26,113,118,
Suriname,SI3_AGG - MAIS - Iron and steel,World,,0,,,0,1,
Suriname,SI3_AGG - MACH - Chemicals,World,2,7,1,1,5,9,
Suriname,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,,,,0,
Suriname,SI3_AGG - MAMT - Machinery and transport equipment,World,5,23,16,11,97,93,
Suriname,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,0,1,1,2,
Suriname,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,0,,0,0,0,
Suriname,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,0,1,0,2,
Suriname,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,,,0,
Suriname,SI3_AGG - MAMTTE - Transport equipment,World,3,7,1,5,8,26,
Suriname,SI3_AGG - MAMTAU - Automotive products,World,1,1,0,1,0,2,
Suriname,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Suriname,SI3_AGG - MACL - Clothing,World,0,1,1,1,0,0,
Sweden,SI3_AGG - TO - Total merchandise,World,139290,152920,165968,160576,155496,189516,197792
Sweden,SI3_AGG - AG - Agricultural products,World,15092,15640,17159,16508,16992,21187,
Sweden,SI3_AGG - AGFO - Food,World,9659,9855,10609,10329,10671,12114,
Sweden,SI3_AGG - MI - Fuels and mining products,World,13972,17814,20809,18004,15303,25395,
Sweden,SI3_AGG - MIFU - Fuels,World,8403,10638,13230,10974,7544,13952,
Sweden,SI3_AGG - MA - Manufactures,World,107583,117139,125856,124045,120897,140685,
Sweden,SI3_AGG - MAIS - Iron and steel,World,5893,6996,7544,7401,6073,8355,
Sweden,SI3_AGG - MACH - Chemicals,World,17355,19130,20341,21739,23052,25939,
Sweden,SI3_AGG - MACHPH - Pharmaceuticals,World,8084,8535,9432,11103,12447,11666,
Sweden,SI3_AGG - MAMT - Machinery and transport equipment,World,55632,61833,67610,65031,61455,71672,
Sweden,SI3_AGG - MAMTOF - Office and telecom equipment,World,9582,9240,9437,9644,9816,10803,
Sweden,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2026,2263,2509,2365,2305,2696,
Sweden,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7224,6673,6601,6922,7134,7548,
Sweden,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,332,304,327,358,377,559,
Sweden,SI3_AGG - MAMTTE - Transport equipment,World,23045,25759,29157,28331,24575,28847,
Sweden,SI3_AGG - MAMTAU - Automotive products,World,19360,23234,26459,25267,22129,25941,
Sweden,SI3_AGG - MATE - Textiles,World,872,932,910,896,953,1103,
Sweden,SI3_AGG - MACL - Clothing,World,1857,1949,2054,2383,2698,3227,
Switzerland,SI3_AGG - TO - Total merchandise,World,302900,299603,310749,313934,319318,380194,401731
Switzerland,SI3_AGG - AG - Agricultural products,World,9198,9517,9953,9838,10032,11301,
Switzerland,SI3_AGG - AGFO - Food,World,8720,9071,9464,9396,9574,10722,
Switzerland,SI3_AGG - MI - Fuels and mining products,World,6323,6975,8186,8471,8301,12304,
Switzerland,SI3_AGG - MIFU - Fuels,World,1867,2069,2908,2550,1944,4039,
Switzerland,SI3_AGG - MA - Manufactures,World,202881,212443,225697,230792,226875,267552,
Switzerland,SI3_AGG - MAIS - Iron and steel,World,1468,1697,1872,1460,1216,1846,
Switzerland,SI3_AGG - MACH - Chemicals,World,95957,100121,106767,115430,125018,144386,
Switzerland,SI3_AGG - MACHPH - Pharmaceuticals,World,71310,71712,76867,84892,90210,102817,
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,39697,41845,43237,41567,38520,43956,
Switzerland,SI3_AGG - MAMTOF - Office and telecom equipment,World,3205,3434,3605,3568,3446,3798,
Switzerland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,956,1133,1213,1260,1223,1317,
Switzerland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1231,1095,924,904,885,896,
Switzerland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1018,1206,1468,1404,1337,1586,
Switzerland,SI3_AGG - MAMTTE - Transport equipment,World,5583,6009,5810,6239,5378,6346,
Switzerland,SI3_AGG - MAMTAU - Automotive products,World,2153,2243,2408,2219,1994,2341,
Switzerland,SI3_AGG - MATE - Textiles,World,1209,1197,1226,1120,1104,1105,
Switzerland,SI3_AGG - MACL - Clothing,World,1525,2063,2563,2676,2812,3117,
Syrian Arab Republic,SI3_AGG - TO - Total merchandise,World,713,712,631,521,898,765,951
Syrian Arab Republic,SI3_AGG - AG - Agricultural products,World,563,561,491,411,712,544,
Syrian Arab Republic,SI3_AGG - AGFO - Food,World,494,511,442,392,645,494,
Syrian Arab Republic,SI3_AGG - MI - Fuels and mining products,World,30,29,53,32,65,83,
Syrian Arab Republic,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
Syrian Arab Republic,SI3_AGG - MA - Manufactures,World,119,121,76,72,96,111,
Syrian Arab Republic,SI3_AGG - MAIS - Iron and steel,World,1,1,0,0,1,0,
Syrian Arab Republic,SI3_AGG - MACH - Chemicals,World,15,17,13,11,13,12,
Syrian Arab Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,1,2,1,1,2,2,
Syrian Arab Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,6,8,6,5,4,7,
Syrian Arab Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,1,0,0,
Syrian Arab Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Syrian Arab Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,1,0,0,
Syrian Arab Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Syrian Arab Republic,SI3_AGG - MAMTTE - Transport equipment,World,2,2,1,1,0,2,
Syrian Arab Republic,SI3_AGG - MAMTAU - Automotive products,World,0,1,0,0,0,0,
Syrian Arab Republic,SI3_AGG - MATE - Textiles,World,20,37,7,8,20,17,
Syrian Arab Republic,SI3_AGG - MACL - Clothing,World,37,27,22,25,24,35,
Chinese Taipei,SI3_AGG - TO - Total merchandise,World,280321,317249,335909,330622,347193,447693,477778
Chinese Taipei,SI3_AGG - AG - Agricultural products,World,6355,7157,7833,7547,6937,8485,
Chinese Taipei,SI3_AGG - AGFO - Food,World,4003,4551,4994,5061,4674,5405,
Chinese Taipei,SI3_AGG - MI - Fuels and mining products,World,16093,18163,21655,19820,13179,21104,
Chinese Taipei,SI3_AGG - MIFU - Fuels,World,9822,10935,13817,12930,6265,10253,
Chinese Taipei,SI3_AGG - MA - Manufactures,World,255709,290083,303939,299437,322893,414969,
Chinese Taipei,SI3_AGG - MAIS - Iron and steel,World,8521,10792,11696,9782,8269,13783,
Chinese Taipei,SI3_AGG - MACH - Chemicals,World,30886,35773,40477,34444,31046,45056,
Chinese Taipei,SI3_AGG - MACHPH - Pharmaceuticals,World,572,594,605,669,715,785,
Chinese Taipei,SI3_AGG - MAMT - Machinery and transport equipment,World,159778,188555,195828,201048,230143,291407,
Chinese Taipei,SI3_AGG - MAMTOF - Office and telecom equipment,World,111783,134703,138237,148757,178234,224845,
Chinese Taipei,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9890,20988,22359,27291,30919,39747,
Chinese Taipei,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,15776,8512,7057,8650,10037,12067,
Chinese Taipei,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,86118,105203,108821,112816,137278,173030,
Chinese Taipei,SI3_AGG - MAMTTE - Transport equipment,World,12482,12690,13115,13127,12755,16831,
Chinese Taipei,SI3_AGG - MAMTAU - Automotive products,World,6275,6533,6426,6335,5937,7638,
Chinese Taipei,SI3_AGG - MATE - Textiles,World,8973,9236,9218,8507,7051,8555,
Chinese Taipei,SI3_AGG - MACL - Clothing,World,761,742,692,673,628,751,
Tajikistan,SI3_AGG - TO - Total merchandise,World,899,1198,1073,1174,1407,2150,2142
Tajikistan,SI3_AGG - AG - Agricultural products,World,160,156,193,175,172,252,
Tajikistan,SI3_AGG - AGFO - Food,World,27,23,21,25,29,45,
Tajikistan,SI3_AGG - MI - Fuels and mining products,World,516,664,710,543,397,693,
Tajikistan,SI3_AGG - MIFU - Fuels,World,52,52,79,36,56,96,
Tajikistan,SI3_AGG - MA - Manufactures,World,102,163,164,174,148,180,
Tajikistan,SI3_AGG - MAIS - Iron and steel,World,3,4,6,8,4,16,
Tajikistan,SI3_AGG - MACH - Chemicals,World,3,3,8,9,6,13,
Tajikistan,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Tajikistan,SI3_AGG - MAMT - Machinery and transport equipment,World,34,41,21,23,10,19,
Tajikistan,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,3,0,1,1,3,
Tajikistan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,0,0,0,
Tajikistan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,2,0,1,0,3,
Tajikistan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,,,
Tajikistan,SI3_AGG - MAMTTE - Transport equipment,World,16,26,9,16,5,9,
Tajikistan,SI3_AGG - MAMTAU - Automotive products,World,15,10,9,10,4,6,
Tajikistan,SI3_AGG - MATE - Textiles,World,12,38,39,42,41,54,
Tajikistan,SI3_AGG - MACL - Clothing,World,15,20,20,17,18,20,
Tanzania,SI3_AGG - TO - Total merchandise,World,4500,4113,4041,5005,6061,6391,6825
Tanzania,SI3_AGG - AG - Agricultural products,World,1917,1827,849,1733,1865,2189,
Tanzania,SI3_AGG - AGFO - Food,World,1751,1670,804,1508,1666,1972,
Tanzania,SI3_AGG - MI - Fuels and mining products,World,392,146,82,163,496,315,
Tanzania,SI3_AGG - MIFU - Fuels,World,41,47,33,106,66,66,
Tanzania,SI3_AGG - MA - Manufactures,World,775,663,2702,892,756,953,
Tanzania,SI3_AGG - MAIS - Iron and steel,World,10,25,90,66,58,77,
Tanzania,SI3_AGG - MACH - Chemicals,World,106,152,273,175,214,255,
